Train Name,Train Number,Year,Month,Food Item,Region,Quantity Sold,Total Sale
Shatabdi Express,12201,2021,8,Vada Pav,Kochi,91,2546.95
Rajdhani Express,12301,2023,1,Jalebi,Mumbai,88,7028.17
Shatabdi Express,22119,2022,5,Momo,Kolkata,34,4467.06
Rajdhani Express,12301,2022,12,Lassi,Amritsar,75,2895.76
Rajdhani Express,12595,2022,5,Chai,Kochi,49,5204.23
Suvidha Express,12909,2021,8,Thukpa,Mumbai,100,3820.51
Sampark Kranti,12001,2021,1,Kachori,Amritsar,24,2379.97
Suvidha Express,12201,2022,7,Samosa,Kochi,41,7451.3
Rajdhani Express,22119,2021,7,Soup,Bangalore,29,7842.87
Humsafar Express,12595,2021,9,Bhutta,Chandigarh,62,7869.71
Garib Rath,12051,2022,2,Jalebi,Bhopal,87,3844.5
Rajdhani Express,22119,2021,3,Momo,Bhopal,100,1797.92
Suvidha Express,12917,2023,4,Shikanji,Bhopal,76,8255.69
Humsafar Express,12301,2021,1,Chilled Water,Kolkata,58,3335.5
Suvidha Express,22119,2021,7,Thukpa,Bangalore,76,7366.81
Shatabdi Express,12909,2022,10,Lassi,Raipur,86,8034.68
Jan Shatabdi Express,22439,2022,3,Lassi,Guwahati,98,7560.15
Vande Bharat Express,12051,2023,3,Soup,Chandigarh,91,3918.27
Tejas Express,12001,2021,3,Juice,Nagpur,10,9195.22
Suvidha Express,12001,2023,8,Tea,Ahmedabad,48,6520.66
Tejas Express,22119,2023,9,Chilled Water,Guwahati,70,5708.09
Duronto Express,22439,2022,10,Ice Cream,Nagpur,64,6884
Suvidha Express,12301,2021,2,Juice,Bhubaneswar,78,596.61
Jan Shatabdi Express,12595,2022,10,Kachori,Bhubaneswar,11,3925.09
Tejas Express,12201,2023,10,Shikanji,Bhopal,26,8648.48
Rajdhani Express,12301,2023,1,Tea,Nagpur,38,1716.6
Suvidha Express,12595,2022,9,Chilled Water,Kochi,13,4155.01
Sampark Kranti,12201,2022,6,Momo,Kochi,82,4066.91
Vande Bharat Express,22439,2022,9,Pakora,Nagpur,73,3593.26
Jan Shatabdi Express,12201,2022,6,Aam Panna,Chennai,94,5579.15
Tejas Express,12301,2022,2,Samosa,Bhubaneswar,52,9755.26
Jan Shatabdi Express,12909,2023,1,Momo,Mumbai,85,2628.82
Humsafar Express,22119,2022,8,Hot Chocolate,Ahmedabad,21,6951.84
Vande Bharat Express,12595,2021,3,Chai,Raipur,59,7462.37
Rajdhani Express,12909,2023,1,Coconut Water,Pune,77,5792.33
Suvidha Express,12595,2023,8,Lassi,Kolkata,70,1104.36
Suvidha Express,22119,2021,12,Sugarcane Juice,Amritsar,82,5675.62
Suvidha Express,82355,2021,1,Bhajji,Shimla,60,9343.92
Vande Bharat Express,12201,2023,8,Thukpa,Nagpur,86,3458.68
Sampark Kranti,22439,2022,1,Falooda,Chandigarh,92,6323.58
Duronto Express,82355,2023,9,Aam Panna,Chennai,87,9401.03
Garib Rath,82355,2023,9,Coconut Water,Bangalore,14,7847.36
Shatabdi Express,12001,2021,12,Shikanji,Chennai,100,6791.58
Tejas Express,12917,2023,9,Bhajji,Ahmedabad,37,9514.15
Sampark Kranti,12301,2022,3,Hot Chocolate,Pune,99,1808.07
Rajdhani Express,12909,2021,4,Samosa,Chandigarh,19,7604.39
Tejas Express,12909,2023,5,Lemonade,Shimla,97,4082.19
Suvidha Express,12909,2023,6,Aam Panna,Chennai,90,3635.52
Jan Shatabdi Express,12909,2022,9,Bhutta,Shimla,61,5177.96
Rajdhani Express,12301,2023,11,Ice Cream,Kolkata,89,490.96
Tejas Express,82355,2023,12,Soup,Mumbai,26,3174.42
Suvidha Express,12301,2023,4,Ice Cream,Chandigarh,74,1766.03
Tejas Express,12909,2023,6,Ice Cream,Pune,30,1501.09
Jan Shatabdi Express,12917,2022,1,Sugarcane Juice,Kochi,63,3413.25
Suvidha Express,12051,2023,2,Vada Pav,Kolkata,58,7888.5
Duronto Express,22119,2023,8,Juice,Shimla,31,2101.93
Sampark Kranti,12909,2023,4,Coffee,Bhubaneswar,78,5281.37
Humsafar Express,22439,2021,10,Lassi,Amritsar,73,7372.48
Shatabdi Express,12051,2022,7,Lassi,Bhubaneswar,45,2485.62
Vande Bharat Express,12301,2021,4,Aam Panna,Shimla,30,9062.26
Shatabdi Express,22439,2021,9,Falooda,Raipur,65,8506.8
Rajdhani Express,22439,2022,9,Coconut Water,Bhopal,82,2583.87
Shatabdi Express,12595,2021,4,Soup,Amritsar,100,9692.12
Suvidha Express,22439,2021,8,Samosa,Bangalore,57,6607.37
Duronto Express,12909,2021,6,Vada Pav,Ahmedabad,85,2920.02
Humsafar Express,12595,2022,1,Jhalmuri,Ahmedabad,27,6721.6
Sampark Kranti,12001,2023,7,Coffee,Nagpur,24,6579.24
Sampark Kranti,82355,2022,1,Pakora,Ahmedabad,53,6001.17
Jan Shatabdi Express,22439,2022,3,Momo,Shimla,54,7016.71
Vande Bharat Express,12917,2022,8,Coffee,Raipur,45,2748.83
Tejas Express,22119,2021,9,Bhutta,Shimla,49,9589.58
Duronto Express,22439,2023,3,Coffee,Ahmedabad,60,8424
Tejas Express,12001,2022,1,Chai,Mumbai,39,7344.42
Humsafar Express,12201,2022,1,Thukpa,Bangalore,35,419.29
Shatabdi Express,12301,2023,7,Kachori,Pune,94,5849
Sampark Kranti,12301,2023,5,Shikanji,Mumbai,40,6966.54
Humsafar Express,12001,2023,1,Vada Pav,Kochi,65,8387.46
Shatabdi Express,12201,2021,6,Hot Chocolate,Chandigarh,70,9273.58
Sampark Kranti,12301,2023,6,Chai,Chennai,26,8981.88
Shatabdi Express,12301,2021,4,Jhalmuri,Bangalore,90,4074.58
Vande Bharat Express,12301,2022,7,Bhajji,Chennai,33,8795.6
Duronto Express,12001,2021,7,Samosa,Bhopal,13,173.29
Rajdhani Express,82355,2023,12,Falooda,Pune,18,3549.3
Humsafar Express,22119,2021,9,Tea,Mumbai,11,1262.27
Humsafar Express,12001,2023,12,Hot Chocolate,Kolkata,44,8666.3
Garib Rath,12201,2021,1,Ice Cream,Chennai,47,9098.63
Suvidha Express,22439,2022,5,Jalebi,Kolkata,54,2630.36
Vande Bharat Express,82355,2021,10,Aam Panna,Nagpur,24,3701.73
Vande Bharat Express,82355,2022,3,Ice Cream,Amritsar,51,9636.67
Tejas Express,22439,2023,7,Bhutta,Amritsar,12,5614.88
Shatabdi Express,12917,2022,4,Shikanji,Pune,40,4950.63
Suvidha Express,12595,2023,4,Juice,Bangalore,61,4983.16
Duronto Express,22119,2023,12,Jalebi,Amritsar,50,6867.43
Duronto Express,22119,2022,1,Vada Pav,Nagpur,66,9354.3
Vande Bharat Express,12917,2022,1,Ice Cream,Amritsar,51,3695.11
Duronto Express,12595,2021,10,Samosa,Raipur,62,1828.05
Garib Rath,22119,2021,2,Vada Pav,Shimla,65,1946.97
Humsafar Express,12201,2022,2,Momo,Chandigarh,96,362.05
Jan Shatabdi Express,12051,2022,1,Soup,Raipur,85,5512.34
Rajdhani Express,12051,2022,8,Bhajji,Nagpur,81,9109.56
Tejas Express,22119,2022,6,Juice,Raipur,62,7030
Shatabdi Express,12909,2023,6,Juice,Amritsar,94,9724.14
Rajdhani Express,22119,2022,10,Jhalmuri,Kolkata,94,8920.99
Shatabdi Express,22439,2022,10,Falooda,Ahmedabad,41,4900.59
Sampark Kranti,22439,2022,9,Lemonade,Shimla,90,4849.5
Rajdhani Express,12595,2022,5,Coffee,Amritsar,63,6214.51
Jan Shatabdi Express,12301,2023,4,Chai,Mumbai,46,1233.92
Vande Bharat Express,82355,2021,11,Soup,Nagpur,97,6015.51
Garib Rath,12201,2021,6,Pakora,Amritsar,17,4633.15
Humsafar Express,12917,2021,8,Lassi,Shimla,91,6352.96
Humsafar Express,22119,2021,1,Ice Cream,Chandigarh,20,5606.67
Garib Rath,12301,2021,7,Chilled Water,Bangalore,63,3153.88
Suvidha Express,12301,2023,8,Bhutta,Guwahati,69,6016.26
Sampark Kranti,12201,2021,9,Lassi,Chandigarh,19,3689.25
Shatabdi Express,12917,2023,11,Samosa,Mumbai,99,2039.46
Jan Shatabdi Express,22439,2023,8,Coffee,Bhubaneswar,79,6664.16
Duronto Express,12001,2021,7,Bhajji,Bhubaneswar,90,3114.91
Rajdhani Express,12201,2021,3,Bhutta,Chennai,96,8723.64
Sampark Kranti,12301,2021,2,Jalebi,Kochi,51,2084.81
Rajdhani Express,12051,2022,3,Jhalmuri,Raipur,46,5942.93
Jan Shatabdi Express,22119,2023,4,Aam Panna,Bangalore,89,5667.68
Tejas Express,12595,2021,4,Vada Pav,Kolkata,85,2069.5
Tejas Express,12051,2022,6,Shikanji,Kochi,67,4400.33
Sampark Kranti,12301,2023,12,Coffee,Chandigarh,94,6668.67
Vande Bharat Express,82355,2022,7,Tea,Chandigarh,68,3232.15
Jan Shatabdi Express,12909,2022,12,Falooda,Chandigarh,33,1261.79
Jan Shatabdi Express,12917,2021,4,Lemonade,Raipur,37,6088.25
Garib Rath,22439,2023,10,Shikanji,Kochi,46,2323.43
Vande Bharat Express,22119,2022,6,Kachori,Amritsar,30,6725.81
Shatabdi Express,12595,2023,9,Bhutta,Pune,42,8246.61
Shatabdi Express,12001,2021,6,Vada Pav,Nagpur,11,1353.47
Duronto Express,22439,2023,3,Chai,Pune,92,4378.41
Humsafar Express,22119,2022,1,Falooda,Mumbai,37,4448.8
Tejas Express,12001,2022,11,Juice,Raipur,24,6254.73
Shatabdi Express,12595,2023,10,Ice Cream,Raipur,10,3385.02
Vande Bharat Express,12301,2022,10,Jalebi,Bangalore,37,4195.13
Jan Shatabdi Express,12909,2022,5,Momo,Mumbai,59,281.51
Shatabdi Express,12051,2022,10,Jhalmuri,Shimla,44,1344.52
Jan Shatabdi Express,12051,2021,10,Lassi,Bhubaneswar,37,5651.45
Shatabdi Express,12301,2021,3,Falooda,Bangalore,18,2244.25
Tejas Express,22439,2022,8,Pakora,Bangalore,33,1557.75
Rajdhani Express,12301,2023,10,Coconut Water,Chennai,72,3288.81
Shatabdi Express,12301,2021,1,Thukpa,Pune,13,1740.24
Vande Bharat Express,22119,2023,11,Chai,Chandigarh,65,739.99
Shatabdi Express,22119,2022,2,Jalebi,Guwahati,50,2898.44
Humsafar Express,12595,2022,3,Coffee,Bhopal,76,1748.16
Tejas Express,12909,2023,3,Falooda,Mumbai,57,7860.89
Vande Bharat Express,22119,2021,12,Coconut Water,Raipur,95,769.2
Garib Rath,12595,2023,8,Falooda,Chennai,67,7360.8
Vande Bharat Express,82355,2023,5,Pakora,Shimla,48,3850.79
Humsafar Express,12301,2022,8,Bhutta,Bhubaneswar,34,6666.57
Rajdhani Express,12301,2021,11,Pakora,Pune,69,673.26
Tejas Express,22439,2023,11,Bhutta,Chandigarh,95,9028.57
Garib Rath,82355,2021,6,Coconut Water,Ahmedabad,56,7552.67
Humsafar Express,22439,2022,12,Jhalmuri,Ahmedabad,70,1515.07
Humsafar Express,12001,2021,2,Coconut Water,Amritsar,93,2272.05
Sampark Kranti,12595,2022,11,Chilled Water,Nagpur,36,6365.05
Tejas Express,12595,2021,4,Lemonade,Kochi,51,9036.84
Vande Bharat Express,12301,2023,9,Soup,Ahmedabad,61,4457.56
Jan Shatabdi Express,12201,2022,4,Lemonade,Kolkata,57,4840.67
Rajdhani Express,12001,2023,5,Chilled Water,Chandigarh,41,2455.09
Jan Shatabdi Express,12595,2022,5,Jhalmuri,Bhopal,33,3852.86
Vande Bharat Express,22119,2021,10,Jalebi,Bhubaneswar,12,2919.22
Vande Bharat Express,12301,2021,8,Hot Chocolate,Raipur,36,3540.6
Tejas Express,22439,2022,6,Tea,Guwahati,82,364.35
Vande Bharat Express,82355,2022,10,Vada Pav,Chandigarh,49,561.32
Sampark Kranti,22439,2022,7,Lemonade,Pune,32,6718.22
Garib Rath,12051,2021,6,Jalebi,Ahmedabad,16,6728.89
Vande Bharat Express,12201,2022,5,Chilled Water,Bhopal,90,3344.81
Jan Shatabdi Express,12595,2022,5,Samosa,Raipur,46,8689.35
Vande Bharat Express,12909,2023,3,Lassi,Bhubaneswar,16,2727.62
Sampark Kranti,12917,2022,7,Samosa,Bhubaneswar,86,3975.82
Shatabdi Express,12201,2023,10,Chilled Water,Guwahati,91,7206.14
Shatabdi Express,12301,2023,5,Kachori,Nagpur,31,7323.5
Humsafar Express,12595,2023,7,Chai,Shimla,87,8455.47
Rajdhani Express,82355,2021,2,Juice,Bhubaneswar,91,445.8
Duronto Express,12595,2023,9,Bhajji,Nagpur,26,1934.9
Garib Rath,12917,2022,8,Hot Chocolate,Chennai,28,6332.08
Suvidha Express,82355,2021,5,Bhutta,Guwahati,48,3421.52
Humsafar Express,22439,2021,2,Bhutta,Shimla,45,585.4
Rajdhani Express,82355,2021,6,Pakora,Bhubaneswar,24,5811.28
Shatabdi Express,12201,2021,8,Jalebi,Raipur,72,3949.72
Jan Shatabdi Express,22439,2021,7,Shikanji,Bhubaneswar,38,3670.78
Suvidha Express,12595,2021,8,Bhutta,Guwahati,69,2710.79
Rajdhani Express,12301,2021,4,Chilled Water,Kolkata,65,223.81
Rajdhani Express,12001,2023,3,Juice,Guwahati,49,1921.44
Humsafar Express,12301,2022,7,Tea,Ahmedabad,25,4730.96
Suvidha Express,12595,2022,2,Juice,Bhubaneswar,42,2820.26
Tejas Express,12917,2023,5,Bhajji,Kolkata,98,8582.75
Duronto Express,12001,2023,7,Coconut Water,Pune,25,1542.56
Tejas Express,12595,2021,1,Sugarcane Juice,Guwahati,39,8591.91
Suvidha Express,12909,2021,4,Jhalmuri,Mumbai,75,4062.84
Tejas Express,12201,2023,2,Thukpa,Chennai,53,2821.26
Sampark Kranti,12909,2021,6,Jhalmuri,Chennai,47,3095.13
Shatabdi Express,22439,2022,12,Pakora,Amritsar,60,3343.27
Sampark Kranti,12051,2022,1,Samosa,Mumbai,69,5042.15
Vande Bharat Express,12595,2021,7,Lemonade,Shimla,27,3572.47
Tejas Express,22119,2021,3,Jhalmuri,Kolkata,14,6395.95
Vande Bharat Express,22119,2021,12,Shikanji,Nagpur,49,4258.76
Jan Shatabdi Express,82355,2022,1,Jalebi,Mumbai,15,6631.17
Garib Rath,12301,2021,8,Aam Panna,Chandigarh,85,5984.16
Jan Shatabdi Express,12301,2023,7,Bhajji,Raipur,21,2519.14
Suvidha Express,12301,2021,2,Pakora,Kochi,21,7989.66
Rajdhani Express,12909,2023,7,Bhajji,Raipur,82,7856.9
Shatabdi Express,12201,2021,3,Tea,Bhopal,31,9685.79
Tejas Express,12595,2021,9,Ice Cream,Shimla,58,1851.07
Humsafar Express,12917,2022,8,Shikanji,Shimla,59,8327.18
Garib Rath,82355,2023,5,Chai,Nagpur,89,8559.58
Duronto Express,22439,2023,7,Samosa,Shimla,13,6347.41
Duronto Express,12001,2023,3,Pakora,Nagpur,59,5040.43
Duronto Express,22439,2022,1,Bhutta,Raipur,12,9380.45
Tejas Express,12595,2023,1,Coffee,Bangalore,25,9529
Duronto Express,12051,2022,11,Vada Pav,Bhubaneswar,23,6342.92
Sampark Kranti,12301,2021,2,Vada Pav,Nagpur,73,3627.12
Garib Rath,12001,2021,8,Coconut Water,Amritsar,50,8031.93
Sampark Kranti,12909,2023,1,Shikanji,Chennai,77,1025.23
Rajdhani Express,12595,2021,11,Lassi,Shimla,68,2963.29
Garib Rath,12051,2021,12,Chilled Water,Shimla,11,9652.81
Sampark Kranti,12909,2023,5,Kachori,Raipur,19,8004.67
Garib Rath,12051,2021,9,Momo,Nagpur,84,9210.29
Rajdhani Express,12301,2023,12,Pakora,Chandigarh,99,5891.44
Vande Bharat Express,12909,2023,9,Hot Chocolate,Nagpur,35,4090.25
Tejas Express,12201,2021,2,Jalebi,Bhubaneswar,13,9596.36
Tejas Express,22119,2021,7,Chilled Water,Guwahati,99,3144.54
Duronto Express,22439,2021,11,Samosa,Chennai,37,7456.78
Jan Shatabdi Express,12201,2021,1,Pakora,Mumbai,11,5539.26
Duronto Express,12001,2021,3,Tea,Mumbai,75,2365.64
Suvidha Express,82355,2022,6,Chai,Ahmedabad,25,334.37
Sampark Kranti,22119,2021,9,Jalebi,Pune,66,3860.11
Garib Rath,12201,2022,10,Juice,Kochi,32,5437.98
Jan Shatabdi Express,12595,2023,2,Coffee,Kochi,32,1929.43
Rajdhani Express,12051,2021,7,Bhajji,Guwahati,86,4156.49
Suvidha Express,12001,2021,4,Coffee,Kochi,30,6087.76
Rajdhani Express,12595,2021,2,Soup,Bhubaneswar,34,7047.77
Tejas Express,22119,2023,3,Hot Chocolate,Nagpur,67,673.77
Tejas Express,12051,2022,6,Momo,Mumbai,46,6559.34
Duronto Express,12001,2022,10,Thukpa,Nagpur,58,711.55
Sampark Kranti,82355,2021,9,Chilled Water,Bhubaneswar,86,437.39
Jan Shatabdi Express,22119,2021,8,Ice Cream,Bangalore,24,1633.16
Shatabdi Express,12001,2021,10,Lassi,Ahmedabad,37,6457.91
Suvidha Express,12201,2021,11,Bhajji,Mumbai,76,674.53
Suvidha Express,12001,2023,9,Vada Pav,Amritsar,96,367.22
Duronto Express,22119,2021,4,Shikanji,Pune,13,1301.53
Tejas Express,12301,2023,12,Chai,Raipur,56,9307.89
Duronto Express,12201,2021,4,Coffee,Bhubaneswar,59,8899.34
Garib Rath,12595,2022,9,Lemonade,Kochi,69,998.38
Jan Shatabdi Express,22119,2022,8,Jhalmuri,Pune,71,3092.44
Sampark Kranti,12301,2021,12,Coffee,Bhopal,76,9284.51
Vande Bharat Express,12917,2021,2,Juice,Nagpur,81,1106.4
Humsafar Express,82355,2023,8,Aam Panna,Shimla,52,1076.64
Humsafar Express,12301,2021,1,Soup,Chandigarh,98,993.93
Duronto Express,12917,2021,9,Lemonade,Bhopal,67,9565.43
Garib Rath,22439,2021,9,Chilled Water,Pune,61,7319.08
Jan Shatabdi Express,12051,2022,8,Jalebi,Chandigarh,85,2230.66
Shatabdi Express,12301,2023,11,Coconut Water,Shimla,78,608.36
Humsafar Express,12909,2022,5,Sugarcane Juice,Shimla,55,9457.28
Jan Shatabdi Express,82355,2023,5,Sugarcane Juice,Bangalore,34,4261.74
Sampark Kranti,12301,2022,3,Coconut Water,Kochi,34,5925.91
Rajdhani Express,12917,2021,5,Falooda,Bhubaneswar,44,2853.56
Garib Rath,12909,2022,4,Kachori,Nagpur,70,7465.89
Tejas Express,82355,2022,1,Bhutta,Nagpur,24,2060.46
Jan Shatabdi Express,12909,2023,9,Hot Chocolate,Chandigarh,99,7740.72
Sampark Kranti,12201,2023,10,Bhutta,Raipur,83,2385.81
Shatabdi Express,12917,2022,4,Pakora,Bhubaneswar,97,1108.56
Vande Bharat Express,12001,2023,3,Sugarcane Juice,Shimla,44,4775.12
Tejas Express,12201,2023,6,Lassi,Nagpur,38,7993.93
Vande Bharat Express,82355,2023,1,Aam Panna,Pune,47,3870.7
Shatabdi Express,82355,2023,5,Kachori,Bangalore,78,444.01
Sampark Kranti,22119,2023,7,Lassi,Chennai,33,5492.12
Humsafar Express,12917,2022,2,Lassi,Chennai,28,6716.15
Vande Bharat Express,22439,2023,10,Bhajji,Shimla,55,7295.85
Tejas Express,22439,2021,9,Lemonade,Chandigarh,58,4034.92
Duronto Express,82355,2022,12,Hot Chocolate,Kochi,53,1099.97
Suvidha Express,22439,2022,6,Thukpa,Chandigarh,82,5790.68
Jan Shatabdi Express,12051,2022,2,Soup,Raipur,35,3338.24
Humsafar Express,22119,2023,8,Jalebi,Kolkata,34,9280.61
Vande Bharat Express,82355,2021,8,Ice Cream,Nagpur,44,5005.08
Rajdhani Express,22439,2023,1,Falooda,Raipur,45,4712.01
Jan Shatabdi Express,12917,2022,12,Bhutta,Nagpur,23,3142.46
Duronto Express,12301,2022,1,Tea,Chennai,65,3427.16
Shatabdi Express,12001,2022,1,Lemonade,Raipur,15,5101.74
Suvidha Express,12201,2022,12,Coconut Water,Shimla,41,3117.97
Sampark Kranti,12201,2023,4,Coconut Water,Bhopal,35,8755.21
Duronto Express,12051,2021,4,Pakora,Bhubaneswar,24,4391.97
Duronto Express,12909,2021,8,Thukpa,Chandigarh,58,2977.02
Shatabdi Express,12917,2022,1,Samosa,Kochi,65,1661.88
Garib Rath,12909,2021,10,Samosa,Raipur,46,6637.98
Shatabdi Express,22119,2022,3,Hot Chocolate,Shimla,62,414.3
Garib Rath,12001,2022,11,Coconut Water,Chennai,67,4497.64
Garib Rath,22119,2021,1,Jhalmuri,Amritsar,92,5461.43
Humsafar Express,82355,2022,9,Juice,Chandigarh,87,3436.77
Humsafar Express,12917,2021,10,Lemonade,Pune,45,7383.66
Tejas Express,82355,2022,12,Lemonade,Mumbai,20,6669.84
Vande Bharat Express,12595,2021,9,Lassi,Kochi,36,9516.55
Vande Bharat Express,22439,2022,7,Lemonade,Kochi,11,5063.36
Sampark Kranti,12201,2021,12,Juice,Guwahati,31,5342.94
Vande Bharat Express,12301,2022,8,Samosa,Bhubaneswar,75,2532.48
Humsafar Express,82355,2022,1,Jalebi,Bhubaneswar,93,3876.66
Tejas Express,12909,2022,5,Kachori,Bhopal,26,424.63
Tejas Express,12595,2021,2,Juice,Amritsar,13,6800.89
Garib Rath,12201,2023,1,Falooda,Bangalore,23,3165.69
Shatabdi Express,82355,2022,3,Chai,Kochi,16,5367.53
Sampark Kranti,12595,2022,7,Lemonade,Guwahati,88,2620.58
Garib Rath,12595,2021,1,Samosa,Nagpur,25,6144.04
Shatabdi Express,12917,2022,11,Bhutta,Raipur,75,4474.41
Vande Bharat Express,22119,2022,2,Thukpa,Pune,28,4804.36
Garib Rath,12595,2022,2,Coconut Water,Chandigarh,10,9239.41
Jan Shatabdi Express,12051,2022,4,Coconut Water,Amritsar,40,6963.42
Vande Bharat Express,22119,2023,12,Lemonade,Ahmedabad,13,2687.07
Shatabdi Express,12201,2023,3,Chilled Water,Shimla,100,5016.72
Sampark Kranti,12201,2022,3,Aam Panna,Ahmedabad,67,4658.17
Shatabdi Express,12201,2022,10,Vada Pav,Raipur,65,7819.08
Garib Rath,12201,2022,5,Lemonade,Bhopal,62,8187.77
Garib Rath,12051,2023,3,Lassi,Nagpur,98,2894.44
Duronto Express,82355,2023,11,Tea,Kochi,95,8070.3
Sampark Kranti,12001,2021,7,Pakora,Nagpur,52,1893.92
Rajdhani Express,12595,2021,5,Falooda,Guwahati,83,7508.34
Vande Bharat Express,12201,2022,4,Lemonade,Mumbai,58,2560.83
Tejas Express,22119,2022,12,Coffee,Pune,69,3033.9
Sampark Kranti,22119,2023,3,Coconut Water,Bangalore,25,8371.75
Tejas Express,12595,2022,12,Aam Panna,Kolkata,82,4209.63
Sampark Kranti,82355,2022,4,Chilled Water,Bangalore,90,9701.05
Sampark Kranti,12301,2023,12,Juice,Kochi,69,1628.65
Shatabdi Express,12301,2023,2,Lemonade,Nagpur,56,4626.18
Sampark Kranti,12001,2023,1,Coffee,Amritsar,24,7216.49
Duronto Express,82355,2023,3,Samosa,Bangalore,72,217.74
Rajdhani Express,12595,2021,11,Pakora,Chandigarh,37,1627.81
Garib Rath,12301,2023,2,Aam Panna,Bangalore,29,362.03
Suvidha Express,12301,2023,1,Pakora,Bhubaneswar,72,9723.3
Tejas Express,12301,2022,1,Thukpa,Guwahati,42,7487.69
Garib Rath,12909,2022,2,Soup,Bangalore,45,3761.88
Suvidha Express,12051,2022,9,Bhajji,Chandigarh,22,1670.44
Rajdhani Express,12595,2021,5,Sugarcane Juice,Shimla,71,1036.09
Rajdhani Express,22439,2023,9,Lassi,Raipur,77,5286.1
Tejas Express,12917,2023,8,Momo,Kolkata,32,9559.8
Tejas Express,12917,2021,11,Tea,Bhubaneswar,81,6659.74
Rajdhani Express,82355,2023,6,Ice Cream,Kolkata,22,3680.82
Suvidha Express,12595,2022,1,Shikanji,Chandigarh,97,4987.16
Sampark Kranti,12595,2021,10,Lemonade,Shimla,49,9781.3
Vande Bharat Express,12917,2023,5,Lemonade,Bhubaneswar,39,5159.61
Jan Shatabdi Express,12001,2021,12,Soup,Nagpur,34,9447.27
Garib Rath,12917,2021,1,Sugarcane Juice,Pune,82,323.57
Shatabdi Express,12595,2023,7,Kachori,Mumbai,35,7105.91
Garib Rath,12301,2022,10,Falooda,Kochi,33,6203
Shatabdi Express,12001,2023,11,Sugarcane Juice,Bhopal,48,6762.91
Suvidha Express,12201,2023,8,Coconut Water,Shimla,98,5658.23
Shatabdi Express,22439,2022,8,Bhutta,Ahmedabad,88,591.32
Tejas Express,12909,2023,7,Falooda,Nagpur,70,1605.75
Vande Bharat Express,12051,2023,2,Thukpa,Bangalore,58,9043.47
Vande Bharat Express,12201,2023,5,Bhutta,Ahmedabad,50,2408.16
Tejas Express,22119,2021,4,Pakora,Bhubaneswar,79,9723.88
Duronto Express,12917,2021,5,Jalebi,Bhubaneswar,29,6707.65
Suvidha Express,22439,2021,10,Jalebi,Ahmedabad,53,4443.34
Duronto Express,12917,2023,9,Ice Cream,Chandigarh,25,9022.27
Duronto Express,12917,2022,4,Thukpa,Bhubaneswar,30,7818.44
Garib Rath,12201,2021,12,Lassi,Chennai,24,4295.2
Rajdhani Express,12301,2022,8,Hot Chocolate,Pune,48,826.34
Garib Rath,12301,2023,8,Momo,Mumbai,51,8524.19
Rajdhani Express,12909,2021,2,Sugarcane Juice,Mumbai,70,7530.19
Jan Shatabdi Express,12001,2023,6,Kachori,Chennai,13,7777.52
Shatabdi Express,12917,2022,5,Juice,Kochi,33,7335.93
Rajdhani Express,82355,2021,2,Momo,Bhubaneswar,12,2820.43
Tejas Express,12301,2021,12,Ice Cream,Chennai,10,8433.14
Garib Rath,12595,2021,10,Soup,Amritsar,22,187.57
Suvidha Express,22439,2021,4,Shikanji,Bhubaneswar,63,2450.05
Shatabdi Express,82355,2022,7,Bhutta,Pune,91,614.25
Jan Shatabdi Express,12201,2021,1,Falooda,Bhopal,49,1230.66
Rajdhani Express,12201,2023,9,Ice Cream,Bhopal,20,5290.64
Jan Shatabdi Express,12909,2021,10,Soup,Chandigarh,51,524.7
Suvidha Express,12909,2022,12,Vada Pav,Bangalore,13,1912.01
Duronto Express,12001,2021,1,Bhutta,Ahmedabad,34,2406.39
Vande Bharat Express,12595,2022,12,Jalebi,Mumbai,45,6474.23
Suvidha Express,22439,2022,5,Chilled Water,Mumbai,73,4678.84
Humsafar Express,12595,2023,7,Momo,Chennai,53,4578.66
Suvidha Express,22119,2021,8,Bhajji,Raipur,49,7562.84
Jan Shatabdi Express,12909,2021,2,Aam Panna,Chennai,54,4562.38
Tejas Express,12001,2021,4,Jhalmuri,Chennai,17,3520.56
Garib Rath,12051,2023,2,Chilled Water,Kochi,94,9430.42
Tejas Express,12917,2023,4,Falooda,Chennai,44,245.91
Jan Shatabdi Express,12917,2022,6,Jhalmuri,Amritsar,53,3105.73
Garib Rath,12051,2022,6,Ice Cream,Bangalore,27,6031.96
Humsafar Express,12301,2022,12,Bhutta,Ahmedabad,56,7701.23
Vande Bharat Express,12595,2023,2,Shikanji,Nagpur,34,8024.69
Shatabdi Express,12051,2023,11,Momo,Raipur,50,609.57
Jan Shatabdi Express,12001,2023,4,Soup,Nagpur,14,6992.03
Rajdhani Express,22439,2022,4,Momo,Bhubaneswar,73,7099.08
Jan Shatabdi Express,12051,2023,1,Ice Cream,Bangalore,71,2226.76
Jan Shatabdi Express,12001,2022,2,Tea,Guwahati,81,1251.63
Garib Rath,12909,2022,3,Lassi,Bhopal,96,7382.39
Sampark Kranti,82355,2021,11,Sugarcane Juice,Nagpur,12,2567.71
Suvidha Express,12201,2021,5,Juice,Kochi,46,182.19
Sampark Kranti,12201,2021,11,Momo,Guwahati,50,2318.14
Humsafar Express,22119,2022,8,Lemonade,Kolkata,29,465.13
Rajdhani Express,12595,2021,6,Kachori,Amritsar,76,2564.7
